name,runner_start_mode,fake_attestation,big_job,use_real_runner,target,path,input_set,target_label,runner_start_mode_label,timestamp_webhook,timestamp_enclave_started,timestamp_enclave_connected,timestamp_config_done,timestamp_pre_checkout,timestamp_post_checkout,timestamp_build_start,timestamp_post_configure,timestamp_post_make,timestamp_post_make_check,timestamp_build_end,timestamp_artifact_ready,build_duration,configure_duration,make_duration,make_check_duration,e2e_duration,checkout_duration,memory_allocation_duration,enclave_boot_duration,runner_config_duration,runner_readiness_duration
project_gprolog_enclave_sandbox_plus_2,enclave_sandbox_plus,False,False,True,project_gprolog,scenario_full/evaluation_2025-04-09_21-50-36,new,GProlog (1.6.0),ES+,0.0,29.501,37.616,43.089,52.420798,54.844932,54.980226,69.340584,96.983289,97.079019,97.123928,96.983289,42.003063,14.360358000000005,27.642704999999992,0.0957300000000032,96.983289,2.4241340000000022,29.501,8.114999999999998,5.472999999999999,43.089
project_hello_local_direct_2,local_direct,True,False,True,project_hello,scenario_full/evaluation_2025-04-09_21-50-36,new,Hello (2.10),H,0.0,0.001,0.103,3.866,9.854166,10.474908,10.588816,25.048548,25.989803,26.00834,26.016187,25.989803,15.400986999999999,14.459732,0.9412549999999982,0.018537000000002024,25.989803,0.6207419999999999,0.001,0.102,3.763,3.866
project_hello_local_sandbox_2,local_sandbox,True,False,True,project_hello,scenario_full/evaluation_2025-04-09_21-50-36,new,Hello (2.10),HS,0.0,0.001,0.102,3.9939999999999998,11.11986,11.726646,11.822056,26.849113,27.915301,27.932206,27.938298,27.915301,16.093245,15.027057,1.0661880000000004,0.01690500000000128,27.915301,0.6067860000000014,0.001,0.10099999999999999,3.892,3.9939999999999998
project_hello_enclave_direct_2,enclave_direct,False,False,True,project_hello,scenario_full/evaluation_2025-04-09_21-50-36,new,Hello (2.10),E,0.0,43.334,46.439,50.241,56.928939,57.533661,57.622833,69.026854,69.960183,69.975539,69.980019,69.960183,12.33735,11.404021,0.9333290000000005,0.015355999999997039,69.960183,0.6047220000000024,43.334,3.104999999999997,3.8019999999999996,50.241
project_hello_enclave_sandbox_2,enclave_sandbox,False,False,True,project_hello,scenario_full/evaluation_2025-04-09_21-50-36,new,Hello (2.10),ES,0.0,29.505,37.623,42.153,48.806621,49.473051,49.551653,60.454541,61.405165,61.42098,61.424791,61.405165,11.853511999999995,10.902887999999997,0.9506239999999977,0.015815000000003465,61.405165,0.6664299999999983,29.505,8.117999999999999,4.530000000000001,42.153
project_hello_enclave_sandbox_plus_2,enclave_sandbox_plus,False,False,True,project_hello,scenario_full/evaluation_2025-04-09_21-50-36,new,Hello (2.10),ES+,0.0,29.352,37.464,42.782,52.097331,53.56166,53.864628,104.914151,109.392534,109.516957,109.563946,109.392534,55.527905999999994,51.049523,4.478382999999994,0.12442300000000728,109.392534,1.4643290000000064,29.352,8.111999999999998,5.317999999999998,42.782
project_ipxe_local_direct_2,local_direct,True,False,True,project_ipxe,scenario_full/evaluation_2025-04-09_21-50-36,new,IPXE (1.21.1),H,0.0,0.001,0.102,4.257,10.675555,11.31799,11.612007,11.619849,,,,,,0.007842000000000127,,,,0.6424350000000008,0.001,0.10099999999999999,4.154999999999999,4.257
project_ipxe_local_sandbox_2,local_sandbox,True,False,True,project_ipxe,scenario_full/evaluation_2025-04-09_21-50-36,new,IPXE (1.21.1),HS,0.0,0.001,0.102,3.752,10.511759,11.12632,11.403584,11.410207,64.219338,64.237826,64.244042,64.219338,52.81575399999999,0.006622999999999379,52.809130999999994,0.018488000000004945,64.219338,0.6145610000000001,0.001,0.10099999999999999,3.65,3.752
project_ipxe_enclave_direct_2,enclave_direct,False,False,True,project_ipxe,scenario_full/evaluation_2025-04-09_21-50-36,new,IPXE (1.21.1),E,0.0,43.505,46.612,50.302,56.593016,57.327244,57.529346,57.534086,103.278944,103.296612,103.301181,103.278944,45.749598,0.0047400000000052955,45.744857999999994,0.01766800000000046,103.278944,0.7342280000000017,43.505,3.1069999999999993,3.6899999999999977,50.302
project_ipxe_enclave_sandbox_2,enclave_sandbox,False,False,True,project_ipxe,scenario_full/evaluation_2025-04-09_21-50-36,new,IPXE (1.21.1),ES,0.0,29.498,37.617,41.527,47.899287,48.56771,48.779511,48.783417,96.494124,96.510415,96.514178,96.494124,47.714613,0.003906000000000631,47.710707,0.016290999999995392,96.494124,0.6684229999999971,29.498,8.118999999999996,3.9100000000000037,41.527
project_ipxe_enclave_sandbox_plus_2,enclave_sandbox_plus,False,False,True,project_ipxe,scenario_full/evaluation_2025-04-09_21-50-36,new,IPXE (1.21.1),ES+,0.0,29.476,37.59,42.833,52.227226,53.831681,54.295818,54.348023,251.995003,252.066077,252.107997,251.995003,197.699185,0.05220500000000072,197.64697999999999,0.07107400000001007,251.995003,1.6044550000000015,29.476,8.114000000000004,5.242999999999995,42.833
project_scheme48_local_direct_2,local_direct,True,False,True,project_scheme48,scenario_full/evaluation_2025-04-09_21-50-36,new,Scheme48 (1.9.3),H,0.0,0.001,0.102,3.8120000000000003,10.00353,10.642272,10.879996,14.403282,29.126323,29.145768,29.153632,29.126323,18.246327,3.5232860000000006,14.723040999999998,0.019445000000001045,29.126323,0.6387420000000006,0.001,0.10099999999999999,3.7100000000000004,3.8120000000000003
project_scheme48_local_sandbox_2,local_sandbox,True,False,True,project_scheme48,scenario_full/evaluation_2025-04-09_21-50-36,new,Scheme48 (1.9.3),HS,0.0,0.001,0.103,4.254,10.95442,11.555466,11.789299,15.506793,31.332855,31.348927,31.355062,31.332855,19.543556,3.7174940000000003,15.826061999999999,0.016072000000001196,31.332855,0.6010459999999984,0.001,0.102,4.151,4.254
project_scheme48_enclave_direct_2,enclave_direct,False,False,True,project_scheme48,scenario_full/evaluation_2025-04-09_21-50-36,new,Scheme48 (1.9.3),E,0.0,43.477,46.581,50.138,56.250178,57.01478,57.21274,59.984143,75.36121,75.376289,75.381094,75.36121,18.148470000000003,2.7714030000000065,15.377066999999997,0.015079000000000065,75.36121,0.7646020000000036,43.477,3.1040000000000063,3.556999999999995,50.138
project_scheme48_enclave_sandbox_2,enclave_sandbox,False,False,True,project_scheme48,scenario_full/evaluation_2025-04-09_21-50-36,new,Scheme48 (1.9.3),ES,0.0,29.437,37.549,41.12,47.28669,48.065038,48.270204,50.982908,66.985682,67.000156,67.003952,66.985682,18.715477999999997,2.7127040000000022,16.002773999999995,0.014474000000006981,66.985682,0.7783480000000012,29.437,8.111999999999998,3.570999999999998,41.12
project_scheme48_enclave_sandbox_plus_2,enclave_sandbox_plus,False,False,True,project_scheme48,scenario_full/evaluation_2025-04-09_21-50-36,new,Scheme48 (1.9.3),ES+,0.0,29.342,37.456,43.171,52.148215,53.706304,54.163684,66.818279,86.814936,86.898061,86.940748,86.814936,32.651252,12.654595,19.996657,0.08312499999999545,86.814936,1.5580890000000025,29.342,8.114000000000004,5.714999999999996,43.171
project_neovim_local_direct_2,local_direct,True,False,True,project_neovim,scenario_full/evaluation_2025-04-09_21-50-36,new,NeoVIM (0.11.0),H,0.0,0.001,0.101,3.415,9.923341,10.864763,11.456417,77.362863,333.264924,333.28672,333.294546,333.264924,321.808507,65.906446,255.902061,0.02179599999999482,333.264924,0.9414219999999993,0.001,0.1,3.314,3.415
project_neovim_local_sandbox_2,local_sandbox,True,False,True,project_neovim,scenario_full/evaluation_2025-04-09_21-50-36,new,NeoVIM (0.11.0),HS,0.0,0.102,0.204,3.839,10.587247,11.529624,12.134346,87.805648,272.505615,272.523106,272.529206,272.505615,260.371269,75.671302,184.69996699999996,0.017491000000006807,272.505615,0.9423770000000005,0.102,0.102,3.635,3.839
project_neovim_enclave_direct_2,enclave_direct,False,False,True,project_neovim,scenario_full/evaluation_2025-04-09_21-50-36,new,NeoVIM (0.11.0),E,0.0,43.357,46.463,50.23,56.452698,57.317041,57.81797,122.521675,281.775789,281.793012,281.797741,281.775789,223.95781899999997,64.703705,159.25411399999996,0.01722300000000132,281.775789,0.8643430000000052,43.357,3.1060000000000016,3.766999999999996,50.23
project_neovim_enclave_sandbox_2,enclave_sandbox,False,False,True,project_neovim,scenario_full/evaluation_2025-04-09_21-50-36,new,NeoVIM (0.11.0),ES,0.0,30.432,38.543,42.805,48.988784,49.861786,50.348185,120.408627,287.83849,287.85357,287.857335,287.83849,237.49030499999998,70.060442,167.42986299999998,0.01508000000001175,287.83849,0.8730019999999996,30.432,8.111,4.2620000000000005,42.805
project_neovim_enclave_sandbox_plus_2,enclave_sandbox_plus,False,False,True,project_neovim,scenario_full/evaluation_2025-04-09_21-50-36,new,NeoVIM (0.11.0),ES+,0.0,29.49,37.602,43.087,51.98903,54.091265,55.00538,185.670491,497.09304,497.188358,497.238667,497.09304,442.08765999999997,130.665111,311.422549,0.09531800000002022,497.09304,2.1022350000000003,29.49,8.111999999999998,5.4850000000000065,43.087
project_gprolog_local_direct_3,local_direct,True,False,True,project_gprolog,scenario_full/evaluation_2025-04-09_21-50-36,new,GProlog (1.6.0),H,0.0,0.0,0.103,4.15,10.854085,12.205331,12.259117,15.937477,28.724125,28.742797,28.750595,28.724125,16.465008,3.6783599999999996,12.786648000000001,0.01867199999999869,28.724125,1.3512459999999997,0.0,0.103,4.047000000000001,4.15
project_gprolog_local_sandbox_3,local_sandbox,True,False,True,project_gprolog,scenario_full/evaluation_2025-04-09_21-50-36,new,GProlog (1.6.0),HS,0.0,0.0,0.102,4.402,11.393895,12.707394,12.748231,16.572948,31.516424,31.532063,31.538173,31.516424,18.768193,3.8247169999999997,14.943476,0.01563900000000018,31.516424,1.3134990000000002,0.0,0.102,4.3,4.402
project_gprolog_enclave_direct_3,enclave_direct,False,False,True,project_gprolog,scenario_full/evaluation_2025-04-09_21-50-36,new,GProlog (1.6.0),E,0.0,43.38,46.487,50.444,56.591564,57.93534,57.979039,60.880441,74.395944,74.412533,74.416968,74.395944,16.416905,2.9014019999999974,13.515503000000002,0.01658899999999619,74.395944,1.3437759999999983,43.38,3.1069999999999993,3.9570000000000007,50.444
project_gprolog_enclave_sandbox_3,enclave_sandbox,False,False,True,project_gprolog,scenario_full/evaluation_2025-04-09_21-50-36,new,GProlog (1.6.0),ES,0.0,29.463,37.578,41.101,47.429245,48.812812,48.860086,51.671258,65.995128,66.009448,66.013309,65.995128,17.13504199999999,2.811171999999999,14.323869999999992,0.0143200000000121,65.995128,1.3835669999999993,29.463,8.115000000000002,3.522999999999996,41.101
project_gprolog_enclave_sandbox_plus_3,enclave_sandbox_plus,False,False,True,project_gprolog,scenario_full/evaluation_2025-04-09_21-50-36,new,GProlog (1.6.0),ES+,0.0,29.511,37.626,43.228,52.181412,54.666719,54.797162,68.727246,95.878567,95.991349,96.040123,95.878567,41.081405000000004,13.930083999999994,27.15132100000001,0.11278199999999572,95.878567,2.485306999999999,29.511,8.114999999999998,5.602000000000004,43.228
project_hello_local_direct_3,local_direct,True,False,True,project_hello,scenario_full/evaluation_2025-04-09_21-50-36,new,Hello (2.10),H,0.0,0.0,0.101,3.789,10.068045,10.706295,10.810543,25.280021,26.216404,26.235078,26.243057,26.216404,15.405861000000002,14.469478000000002,0.9363829999999993,0.018674000000000746,26.216404,0.6382500000000011,0.0,0.101,3.688,3.789
project_hello_local_sandbox_3,local_sandbox,True,False,True,project_hello,scenario_full/evaluation_2025-04-09_21-50-36,new,Hello (2.10),HS,0.0,0.001,0.102,3.874,10.677337,11.282319,11.378506,26.46808,27.504255,27.523013,27.529158,27.504255,16.125749,15.089574,1.036175,0.018757999999998276,27.504255,0.6049819999999997,0.001,0.10099999999999999,3.7720000000000002,3.874
project_hello_enclave_direct_3,enclave_direct,False,False,True,project_hello,scenario_full/evaluation_2025-04-09_21-50-36,new,Hello (2.10),E,0.0,44.401,47.508,51.335,58.152016,58.726326,58.815501,70.471331,71.401652,71.419299,71.423771,71.401652,12.586151000000001,11.655830000000009,0.9303209999999922,0.017646999999996638,71.401652,0.574309999999997,44.401,3.1069999999999993,3.826999999999998,51.335
project_hello_enclave_sandbox_3,enclave_sandbox,False,False,True,project_hello,scenario_full/evaluation_2025-04-09_21-50-36,new,Hello (2.10),ES,0.0,29.966,38.08,42.296,48.700355,49.405941,49.519247,60.490366,61.444562,61.460843,61.464606,61.444562,11.925314999999998,10.971119000000002,0.954195999999996,0.016280999999999324,61.444562,0.7055859999999967,29.966,8.113999999999997,4.216000000000001,42.296
project_hello_enclave_sandbox_plus_3,enclave_sandbox_plus,False,False,True,project_hello,scenario_full/evaluation_2025-04-09_21-50-36,new,Hello (2.10),ES+,0.0,29.396,37.513,43.569,52.791177,54.200619,54.507437,104.465833,108.990186,109.092438,109.146844,108.990186,54.48274899999999,49.958396,4.524352999999991,0.10225200000000711,108.990186,1.4094420000000056,29.396,8.116999999999997,6.0560000000000045,43.569
project_ipxe_local_direct_3,local_direct,True,False,True,project_ipxe,scenario_full/evaluation_2025-04-09_21-50-36,new,IPXE (1.21.1),H,0.0,0.001,0.102,3.785,10.269603,10.919323,11.221137,11.229103,,,,,,0.007965999999999696,,,,0.6497200000000003,0.001,0.10099999999999999,3.6830000000000003,3.785
project_ipxe_local_sandbox_3,local_sandbox,True,False,True,project_ipxe,scenario_full/evaluation_2025-04-09_21-50-36,new,IPXE (1.21.1),HS,0.0,0.102,0.204,3.945,10.357414,10.997366,11.282117,11.288629,64.276453,64.293984,64.300045,64.276453,52.994336000000004,0.006512000000000739,52.987824,0.01753099999999108,64.276453,0.6399519999999992,0.102,0.102,3.7409999999999997,3.945
project_ipxe_enclave_direct_3,enclave_direct,False,False,True,project_ipxe,scenario_full/evaluation_2025-04-09_21-50-36,new,IPXE (1.21.1),E,0.0,43.718,46.825,50.669,57.044367,57.726823,57.948813,57.953781,104.017273,104.035249,104.039704,104.017273,46.06846,0.004967999999998085,46.063492000000004,0.017975999999990222,104.017273,0.682456000000002,43.718,3.1069999999999993,3.843999999999994,50.669
project_ipxe_enclave_sandbox_3,enclave_sandbox,False,False,True,project_ipxe,scenario_full/evaluation_2025-04-09_21-50-36,new,IPXE (1.21.1),ES,0.0,29.809,37.924,41.489,47.825647000000004,48.525064,48.752575,48.756567,97.827578,97.843785,97.847649,97.827578,49.075003,0.003991999999996665,49.071011000000006,0.01620699999999431,97.827578,0.6994169999999968,29.809,8.114999999999998,3.5649999999999977,41.489
project_ipxe_enclave_sandbox_plus_3,enclave_sandbox_plus,False,False,True,project_ipxe,scenario_full/evaluation_2025-04-09_21-50-36,new,IPXE (1.21.1),ES+,0.0,29.371,37.488,43.08,51.977537,53.545868,54.010619,54.049896,248.42454,248.538866,248.588834,248.42454,194.41392100000002,0.03927699999999845,194.37464400000002,0.11432600000000548,248.42454,1.5683310000000006,29.371,8.117,5.591999999999999,43.08
project_scheme48_local_direct_3,local_direct,True,False,True,project_scheme48,scenario_full/evaluation_2025-04-09_21-50-36,new,Scheme48 (1.9.3),H,0.0,0.0,0.101,3.684,10.432973,11.054403,11.289092,14.787711,29.565193,29.584238,29.59212,29.565193,18.276101,3.4986189999999997,14.777482000000001,0.019044999999998424,29.565193,0.6214300000000001,0.0,0.101,3.583,3.684
project_scheme48_local_sandbox_3,local_sandbox,True,False,True,project_scheme48,scenario_full/evaluation_2025-04-09_21-50-36,new,Scheme48 (1.9.3),HS,0.0,0.102,0.204,4.473,11.438961,12.209215,12.426829,16.108152,31.982238,31.998222,32.00436,31.982238,19.555408999999997,3.681323000000001,15.874085999999998,0.015983999999999554,31.982238,0.7702539999999996,0.102,0.102,4.269,4.473
project_scheme48_enclave_direct_3,enclave_direct,False,False,True,project_scheme48,scenario_full/evaluation_2025-04-09_21-50-36,new,Scheme48 (1.9.3),E,0.0,43.285,46.392,50.198,57.008718,57.648434,57.834154,60.622145,75.750208,75.765629,75.770077,75.750208,17.916054000000003,2.787991000000005,15.128062999999997,0.01542100000000346,75.750208,0.639716,43.285,3.1070000000000064,3.8059999999999974,50.198
project_scheme48_enclave_sandbox_3,enclave_sandbox,False,False,True,project_scheme48,scenario_full/evaluation_2025-04-09_21-50-36,new,Scheme48 (1.9.3),ES,0.0,29.474,37.59,41.756,48.290276,49.012663,49.213369,51.933133,68.002221,68.016567,68.020398,68.002221,18.788852000000006,2.719763999999998,16.069088000000008,0.01434599999998909,68.002221,0.7223870000000048,29.474,8.116000000000003,4.165999999999997,41.756
project_scheme48_enclave_sandbox_plus_3,enclave_sandbox_plus,False,False,True,project_scheme48,scenario_full/evaluation_2025-04-09_21-50-36,new,Scheme48 (1.9.3),ES+,0.0,29.371,37.489,44.156,53.456839,55.135264,55.546451,68.407868,88.35215,88.446297,88.496236,88.35215,32.805699,12.861416999999996,19.944282,0.09414700000000664,88.35215,1.6784249999999972,29.371,8.117999999999999,6.667000000000002,44.156
project_neovim_local_direct_3,local_direct,True,False,True,project_neovim,scenario_full/evaluation_2025-04-09_21-50-36,new,NeoVIM (0.11.0),H,0.0,0.102,0.203,4.489,10.664492,11.606415,12.193854,78.626703,334.62562,334.647385,334.655317,334.62562,322.43176600000004,66.432849,255.998917,0.0217649999999594,334.62562,0.941923000000001,0.102,0.10100000000000002,4.286,4.489
project_neovim_local_sandbox_3,local_sandbox,True,False,True,project_neovim,scenario_full/evaluation_2025-04-09_21-50-36,new,NeoVIM (0.11.0),HS,0.0,0.0,0.102,3.8890000000000002,10.825258,11.776758,12.415095,88.469783,273.524986,273.542101,273.548279,273.524986,261.109891,76.054688,185.055203,0.017114999999989777,273.524986,0.9514999999999993,0.0,0.102,3.7870000000000004,3.8890000000000002
project_neovim_enclave_direct_3,enclave_direct,False,False,True,project_neovim,scenario_full/evaluation_2025-04-09_21-50-36,new,NeoVIM (0.11.0),E,0.0,43.512,46.617,50.509,56.210246,57.155732,57.674689,122.804307,281.531234,281.547439,281.551918,281.531234,223.85654499999998,65.129618,158.726927,0.01620500000001357,281.531234,0.9454860000000025,43.512,3.104999999999997,3.892000000000003,50.509
project_neovim_enclave_sandbox_3,enclave_sandbox,False,False,True,project_neovim,scenario_full/evaluation_2025-04-09_21-50-36,new,NeoVIM (0.11.0),ES,0.0,29.375,37.489,41.248,47.997175,48.84913,49.324833,120.102836,287.734773,287.749495,287.753255,287.734773,238.40994,70.778003,167.63193700000002,0.014722000000006119,287.734773,0.8519550000000038,29.375,8.113999999999997,3.7590000000000003,41.248
project_neovim_enclave_sandbox_plus_3,enclave_sandbox_plus,False,False,True,project_neovim,scenario_full/evaluation_2025-04-09_21-50-36,new,NeoVIM (0.11.0),ES+,0.0,29.375,37.491,43.492,52.598184,54.793145,55.717408,186.886493,498.799664,498.895298,498.968542,498.799664,443.08225600000003,131.169085,311.91317100000003,0.0956340000000182,498.799664,2.1949609999999993,29.375,8.116,6.000999999999998,43.492
project_libsodium_local_direct_1,local_direct,True,False,True,project_libsodium,scenario_full/evaluation_2025-04-09_21-50-36,small,LibSodium (1.0.20),H,0.0,0.001,0.103,3.856,10.024073,10.749429,10.813283,24.248812,44.750868,44.769971,44.778011,44.750868,33.937585,13.435529,20.502055999999996,0.019103000000001202,44.750868,0.7253559999999997,0.001,0.102,3.7529999999999997,3.856
project_libsodium_local_sandbox_1,local_sandbox,True,False,True,project_libsodium,scenario_full/evaluation_2025-04-09_21-50-36,small,LibSodium (1.0.20),HS,0.0,0.001,0.103,3.989,10.97551,12.302636,12.344247,27.736102,51.218283,51.235668,51.241879,51.218283,38.874036000000004,15.391855,23.482181,0.01738499999999732,51.218283,1.3271259999999998,0.001,0.102,3.8859999999999997,3.989
project_libsodium_enclave_direct_1,enclave_direct,False,False,True,project_libsodium,scenario_full/evaluation_2025-04-09_21-50-36,small,LibSodium (1.0.20),E,0.0,44.463,47.569,51.163,57.65533,58.5001,58.54088,69.133806,89.081024,89.095853,89.100296,89.081024,30.540143999999998,10.592926000000006,19.947217999999992,0.014829000000005976,89.081024,0.844770000000004,44.463,3.1060000000000016,3.593999999999994,51.163
project_libsodium_enclave_sandbox_1,enclave_sandbox,False,False,True,project_libsodium,scenario_full/evaluation_2025-04-09_21-50-36,small,LibSodium (1.0.20),ES,0.0,29.345,37.46,41.294,47.589794,48.454513,48.499183,60.003193,82.02966,82.043825,82.047639,82.02966,33.530477000000005,11.504010000000001,22.026467000000004,0.014164999999991323,82.02966,0.8647190000000009,29.345,8.115000000000002,3.833999999999996,41.294
project_libsodium_enclave_sandbox_plus_1,enclave_sandbox_plus,False,False,True,project_libsodium,scenario_full/evaluation_2025-04-09_21-50-36,small,LibSodium (1.0.20),ES+,0.0,29.405,37.519,43.389,52.335531,54.061183,54.224358,100.254527,195.173771,195.245188,195.291159,195.173771,140.949413,46.030168999999994,94.91924399999999,0.07141700000002515,195.173771,1.7256519999999966,29.405,8.113999999999997,5.8700000000000045,43.389
project_tinycc_local_direct_1,local_direct,True,False,True,project_tinycc,scenario_full/evaluation_2025-04-09_21-50-36,small,TinyCC (0.9.28),H,0.0,0.0,0.101,3.507,9.691501,10.402014,10.455977,10.577672,15.144855,15.166911,15.174806,15.144855,4.688877999999999,0.121694999999999,4.567183,0.022056000000000964,15.144855,0.7105129999999988,0.0,0.101,3.406,3.507
project_tinycc_local_sandbox_1,local_sandbox,True,False,True,project_tinycc,scenario_full/evaluation_2025-04-09_21-50-36,small,TinyCC (0.9.28),HS,0.0,0.001,0.102,4.2379999999999995,10.873095,11.655081,11.714146,11.817983,17.564766,17.584141,17.590272,17.564766,5.850619999999999,0.1038370000000004,5.746782999999999,0.019375000000000142,17.564766,0.7819859999999998,0.001,0.10099999999999999,4.135999999999999,4.2379999999999995
project_tinycc_enclave_direct_1,enclave_direct,False,False,True,project_tinycc,scenario_full/evaluation_2025-04-09_21-50-36,small,TinyCC (0.9.28),E,0.0,43.309,46.416,50.939,57.036305,57.669299,57.71384,57.793503,63.360472,63.379483,63.383947,63.360472,5.646632000000004,0.07966300000000359,5.566969,0.019010999999999,63.360472,0.6329940000000036,43.309,3.1069999999999993,4.523000000000003,50.939
project_tinycc_enclave_sandbox_1,enclave_sandbox,False,False,True,project_tinycc,scenario_full/evaluation_2025-04-09_21-50-36,small,TinyCC (0.9.28),ES,0.0,29.361,37.478,41.928,48.362119,49.062338,49.111715,49.198897,54.917995,54.934174,54.938134,54.917995,5.806280000000001,0.08718200000000564,5.719097999999995,0.016179000000001054,54.917995,0.700218999999997,29.361,8.117,4.449999999999996,41.928
project_tinycc_enclave_sandbox_plus_1,enclave_sandbox_plus,False,False,True,project_tinycc,scenario_full/evaluation_2025-04-09_21-50-36,small,TinyCC (0.9.28),ES+,0.0,29.463,37.578,43.275,52.323405,53.886071,54.03521,54.418402,62.963474,63.064525,63.115134,62.963474,8.928263999999999,0.3831920000000011,8.545071999999998,0.10105100000000533,62.963474,1.562666,29.463,8.115000000000002,5.696999999999996,43.275
project_verifier_client_local_direct_1,local_direct,True,False,True,project_verifier_client,scenario_full/evaluation_2025-04-09_21-50-36,small,Verifier Client,H,0.0,0.001,0.103,3.748,9.858413,10.390061,12.095489,16.545563,86.160489,86.180241,86.188356,86.160489,74.065,4.450074000000001,69.614926,0.019751999999996883,86.160489,0.5316479999999988,0.001,0.102,3.645,3.748
project_verifier_client_local_sandbox_1,local_sandbox,True,False,True,project_verifier_client,scenario_full/evaluation_2025-04-09_21-50-36,small,Verifier Client,HS,0.0,0.001,0.102,4.173,10.977848999999999,11.53037,11.577335,16.372418,85.213315,85.230564,85.236658,85.213315,73.63597999999999,4.795083,68.840897,0.01724900000000673,85.213315,0.5525210000000005,0.001,0.10099999999999999,4.071,4.173
project_verifier_client_enclave_direct_1,enclave_direct,False,False,True,project_verifier_client,scenario_full/evaluation_2025-04-09_21-50-36,small,Verifier Client,E,0.0,43.366,46.472,50.76,56.968605,57.593916,57.638393,60.891901,131.343309,131.35982,131.364357,131.343309,73.704916,3.2535079999999965,70.45140800000001,0.01651100000000838,131.343309,0.6253110000000035,43.366,3.1060000000000016,4.287999999999997,50.76
project_verifier_client_enclave_sandbox_1,enclave_sandbox,False,False,True,project_verifier_client,scenario_full/evaluation_2025-04-09_21-50-36,small,Verifier Client,ES,0.0,29.486,37.6,41.823,48.279763,48.990395,49.043525,51.74995,122.070488,122.086379,122.090146,122.070488,73.026963,2.706424999999996,70.320538,0.015890999999996325,122.070488,0.7106319999999968,29.486,8.114,4.222999999999999,41.823
project_verifier_client_enclave_sandbox_plus_1,enclave_sandbox_plus,False,False,True,project_verifier_client,scenario_full/evaluation_2025-04-09_21-50-36,small,Verifier Client,ES+,0.0,29.372,37.488,42.783,51.893001,53.238853,53.40635,60.741381,171.251751,171.367261,171.428165,171.251751,117.84540100000001,7.335030999999994,110.51037000000002,0.11551000000000045,171.251751,1.3458520000000007,29.372,8.116,5.295000000000002,42.783
project_xz_tar_local_direct_1,local_direct,True,False,True,project_xz_tar,scenario_full/evaluation_2025-04-09_21-50-36,small,XZ Utils (5.6.3),H,0.0,0.0,0.102,3.999,10.339063,11.01377,11.187149,20.92193,34.557815,34.576577,34.584492,34.557815,23.370666,9.734781,13.635884999999998,0.018762000000002388,34.557815,0.6747069999999997,0.0,0.102,3.8970000000000002,3.999
project_xz_tar_local_sandbox_1,local_sandbox,True,False,True,project_xz_tar,scenario_full/evaluation_2025-04-09_21-50-36,small,XZ Utils (5.6.3),HS,0.0,0.102,0.203,3.987,10.158059,10.870373,11.042849,22.164958,38.26871,38.284711,38.290905,38.26871,27.225861,11.122108999999998,16.103752,0.01600100000000282,38.26871,0.712314000000001,0.102,0.10100000000000002,3.7840000000000003,3.987
project_xz_tar_enclave_direct_1,enclave_direct,False,False,True,project_xz_tar,scenario_full/evaluation_2025-04-09_21-50-36,small,XZ Utils (5.6.3),E,0.0,43.358,46.465,50.379,57.101724,57.748633,57.883434,65.924804,79.825497,79.840794,79.845249,79.825497,21.942062999999997,8.041369999999993,13.900693000000004,0.01529700000000389,79.825497,0.6469090000000008,43.358,3.1070000000000064,3.9139999999999944,50.379
project_xz_tar_enclave_sandbox_1,enclave_sandbox,False,False,True,project_xz_tar,scenario_full/evaluation_2025-04-09_21-50-36,small,XZ Utils (5.6.3),ES,0.0,29.406,37.52,41.338,47.969477,48.568558,48.701695,57.017474,71.950089,71.964594,71.968286,71.950089,23.248394000000005,8.315779,14.932615000000006,0.014504999999999768,71.950089,0.5990810000000053,29.406,8.114000000000004,3.817999999999998,41.338
project_xz_tar_enclave_sandbox_plus_1,enclave_sandbox_plus,False,False,True,project_xz_tar,scenario_full/evaluation_2025-04-09_21-50-36,small,XZ Utils (5.6.3),ES+,0.0,29.488,37.601,43.502,53.023241,54.443587,54.769513,95.591957,164.762745,164.862297,164.90229,164.762745,109.99323199999999,40.82244399999999,69.170788,0.09955200000001696,164.762745,1.420346000000002,29.488,8.113,5.901000000000003,43.502
project_libsodium_local_direct_2,local_direct,True,False,True,project_libsodium,scenario_full/evaluation_2025-04-09_21-50-36,small,LibSodium (1.0.20),H,0.0,0.001,0.102,4.215,10.14566,11.497808,11.545139,24.613286,44.567865,44.586526,44.594426,44.567865,33.022726,13.068146999999998,19.954579,0.018661000000001593,44.567865,1.3521479999999997,0.001,0.10099999999999999,4.1129999999999995,4.215
project_libsodium_local_sandbox_2,local_sandbox,True,False,True,project_libsodium,scenario_full/evaluation_2025-04-09_21-50-36,small,LibSodium (1.0.20),HS,0.0,0.001,0.102,3.923,10.68464,11.973353,12.021817,26.998756,50.371411,50.388308,50.394418,50.371411,38.349594,14.976939,23.372655,0.016897000000000162,50.371411,1.2887129999999996,0.001,0.10099999999999999,3.821,3.923
project_libsodium_enclave_direct_2,enclave_direct,False,False,True,project_libsodium,scenario_full/evaluation_2025-04-09_21-50-36,small,LibSodium (1.0.20),E,0.0,43.36,46.466,49.998,56.545713,57.327275,57.366069,67.985293,87.93095,87.946045,87.950562,87.93095,30.564880999999993,10.619223999999996,19.945656999999997,0.015095000000002301,87.93095,0.781562000000001,43.36,3.1060000000000016,3.5319999999999965,49.998
